监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2018-08-21 14:00,18.2,8.02,9.14,524.6,1020.6
2018-08-21 15:00,18.9,7.99,8.93,534.7,1025.0
2018-08-21 16:00,18.9,7.98,8.69,543.4,1024.4
2018-08-21 17:00,19.0,7.97,8.88,545.0,1026.0
2018-08-21 18:00,18.4,8.04,10.14,523.0,1021.6
2018-08-21 19:00,18.3,8.08,10.24,503.9,1021.6
2018-08-21 20:00,17.9,8.10,10.55,496.0,1018.2
2018-08-21 21:00,17.4,8.11,10.78,492.1,1015.6
2018-08-21 22:00,17.1,8.12,10.56,493.3,1013.4
2018-08-21 23:00,16.9,8.09,10.70,503.2,1012.8
2018-08-22 00:00,16.7,8.02,10.45,548.1,1011.7
2018-08-22 01:00,16.7,8.02,10.70,531.3,1011.3
2018-08-22 02:00,16.5,8.02,11.04,531.0,1010.2
2018-08-22 03:00,16.4,8.03,10.76,528.2,1009.7
2018-08-22 04:00,16.3,8.04,11.01,517.8,1009.6
2018-08-22 05:00,16.2,8.05,11.08,511.3,1008.4
2018-08-22 06:00,16.2,8.06,11.41,500.8,1008.1
2018-08-22 07:00,15.9,8.07,11.16,492.5,1006.5
2018-08-22 08:00,16.3,8.08,10.90,487.7,1008.2
2018-08-22 09:00,16.6,8.08,11.28,480.2,1011.1
2018-08-22 10:00,16.2,8.08,11.57,475.2,1009.0
2018-08-22 11:00,17.3,8.06,11.11,473.1,1014.8
2018-08-22 12:00,17.4,8.06,10.96,473.8,1015.3
2018-08-22 13:00,18.0,8.05,10.92,476.4,1018.7
2018-08-22 14:00,16.9,8.05,11.50,478.0,1013.1
2018-08-22 15:00,18.2,8.05,11.04,478.5,1020.6
2018-08-22 16:00,18.1,8.06,10.81,478.4,1019.6
2018-08-22 17:00,18.3,8.06,10.98,477.5,1020.9
2018-08-22 18:00,16.9,8.09,11.14,476.0,1013.0
2018-08-22 19:00,17.5,8.10,11.21,474.3,1016.2
2018-08-22 20:00,16.8,8.11,10.94,473.4,1011.9
2018-08-22 21:00,16.3,8.12,11.29,472.3,1009.1
2018-08-22 22:00,15.8,8.13,11.58,471.0,1004.4
2018-08-22 23:00,15.8,8.14,11.38,469.4,1005.6
2018-08-23 00:00,15.7,8.08,10.35,477.9,1004.2
2018-08-23 01:00,15.5,8.15,11.31,467.6,994.3
2018-08-23 02:00,15.6,8.16,11.10,466.4,710.1
2018-08-23 03:00,15.5,8.15,10.56,465.3,783.1
2018-08-23 04:00,15.6,8.14,10.57,462.6,819.1
2018-08-23 05:00,15.6,8.14,10.49,461.3,789.0
2018-08-23 06:00,15.5,8.15,10.43,460.2,513.4
2018-08-23 07:00,15.5,8.15,10.56,459.4,573.6
2018-08-23 08:00,16.0,8.16,10.43,459.1,408.8
2018-08-23 09:00,16.3,8.16,10.58,458.5,542.7
2018-08-23 10:00,16.1,8.17,10.46,458.0,277.0
2018-08-23 11:00,17.3,8.17,10.66,457.2,351.5
2018-08-23 12:00,17.6,8.18,10.59,456.7,216.4
2018-08-23 13:00,17.9,8.18,10.98,455.2,378.0
2018-08-23 14:00,17.2,8.19,10.69,453.7,158.7
2018-08-23 15:00,18.4,8.18,10.81,453.6,240.3
2018-08-23 16:00,18.4,8.18,10.46,453.2,148.1
2018-08-23 17:00,18.3,8.18,10.84,451.7,287.1
2018-08-23 18:00,17.3,8.18,10.52,450.9,130.1
2018-08-23 19:00,17.6,8.18,10.75,451.0,207.5
2018-08-23 20:00,17.4,8.18,10.28,451.6,134.9
2018-08-23 21:00,17.0,8.18,10.35,451.5,226.3
2018-08-23 22:00,16.8,8.18,10.26,451.8,135.0
2018-08-23 23:00,16.8,8.19,10.47,451.5,231.0
2018-08-24 00:00,17.5,8.15,10.09,454.5,356.5
2018-08-24 01:00,16.9,8.19,10.51,451.6,394.1
2018-08-24 02:00,16.6,8.20,10.51,451.6,184.5
2018-08-24 03:00,16.6,8.20,10.41,451.1,180.2
2018-08-24 04:00,16.4,8.20,10.57,450.9,286.4
2018-08-24 05:00,16.4,8.20,10.46,451.5,211.8
2018-08-24 06:00,16.4,8.20,10.52,451.1,133.4
2018-08-24 07:00,16.3,8.21,10.59,451.0,227.1
2018-08-24 08:00,16.7,8.21,10.50,450.7,156.4
2018-08-24 09:00,17.1,8.20,10.64,449.7,283.5
2018-08-24 10:00,16.9,8.21,10.60,449.4,116.7
2018-08-24 11:00,17.9,8.20,10.63,449.0,235.6
2018-08-24 12:00,18.1,8.21,10.66,449.2,124.7
2018-08-24 13:00,18.3,8.20,10.86,449.5,286.4
2018-08-24 14:00,17.4,8.20,10.65,450.2,90.0
2018-08-24 15:00,18.6,8.19,10.44,450.6,178.8
2018-08-24 16:00,18.6,8.19,10.23,450.7,100.3
2018-08-24 17:00,18.5,8.19,10.38,450.6,283.3
2018-08-24 18:00,17.5,8.20,10.30,451.0,81.8
2018-08-24 19:00,17.8,8.19,10.29,451.1,158.8
2018-08-24 20:00,17.6,8.19,10.22,451.6,99.6
2018-08-24 21:00,17.2,8.19,10.40,451.8,218.7
2018-08-24 22:00,17.0,8.20,10.40,451.8,73.8
2018-08-24 23:00,17.1,8.20,10.41,451.3,152.7
2018-08-25 00:00,17.6,8.15,9.68,451.8,96.6
2018-08-25 01:00,17.1,8.19,10.25,451.1,113.2
2018-08-25 02:00,17.1,8.20,10.33,450.6,82.5
2018-08-25 03:00,17.2,8.20,10.26,450.7,74.2
2018-08-25 04:00,16.9,8.20,10.38,450.6,84.7
2018-08-25 05:00,17.1,8.21,10.28,450.7,81.8
2018-08-25 06:00,16.8,8.20,10.30,452.7,96.2
2018-08-25 07:00,17.0,8.21,10.35,453.0,147.2
2018-08-25 08:00,17.2,8.20,10.34,453.4,121.5
2018-08-25 09:00,17.2,8.20,10.43,455.1,241.3
2018-08-25 10:00,16.9,8.20,10.44,453.6,133.9
2018-08-25 11:00,17.3,8.20,10.44,453.8,180.8
2018-08-25 12:00,17.5,8.20,10.32,453.5,140.2
2018-08-25 13:00,17.9,8.20,10.20,453.2,156.6
2018-08-25 14:00,17.5,8.20,10.36,452.7,114.4
2018-08-25 15:00,18.3,8.20,10.46,452.7,175.2
2018-08-25 16:00,18.2,8.20,10.53,452.1,121.9
2018-08-25 17:00,18.4,8.19,10.48,450.9,149.1
2018-08-25 18:00,17.4,8.20,10.64,449.9,90.8
2018-08-25 19:00,17.6,8.20,10.78,450.2,142.5
2018-08-25 20:00,17.4,8.21,10.56,449.5,94.4
2018-08-25 21:00,17.0,8.21,10.99,449.4,188.2
2018-08-25 22:00,16.8,8.21,10.87,451.1,75.6
2018-08-25 23:00,16.8,8.21,10.95,451.0,118.3
2018-08-26 00:00,17.3,8.18,10.62,451.0,112.1
2018-08-26 01:00,16.6,8.21,11.40,449.5,414.1
2018-08-26 02:00,16.4,8.22,11.29,449.8,102.4
2018-08-26 03:00,16.5,8.22,11.08,449.5,109.2
2018-08-26 04:00,16.2,8.21,11.42,448.8,135.5
2018-08-26 05:00,16.3,8.22,11.20,448.9,116.4
2018-08-26 06:00,16.2,8.21,11.51,448.7,88.2
2018-08-26 07:00,16.2,8.22,11.28,447.9,113.1
2018-08-26 08:00,16.6,8.22,11.10,448.3,71.6
2018-08-26 09:00,16.7,8.22,11.55,447.1,163.5
2018-08-26 10:00,16.7,8.22,11.72,446.5,71.9
2018-08-26 11:00,17.6,8.21,11.32,446.9,118.7
2018-08-26 12:00,17.9,8.21,11.14,447.2,73.2
2018-08-26 13:00,17.9,8.21,11.56,446.9,178.2
2018-08-26 14:00,17.2,8.22,11.86,445.5,67.3
2018-08-26 15:00,18.0,8.21,11.27,446.9,110.3
2018-08-26 16:00,18.0,8.21,10.94,447.6,71.8
2018-08-26 17:00,17.7,8.21,11.40,447.2,173.6
2018-08-26 18:00,16.9,8.22,11.44,447.5,63.2
2018-08-26 19:00,17.2,8.22,11.18,447.3,116.6
2018-08-26 20:00,17.2,8.22,10.98,447.1,73.1
2018-08-26 21:00,16.8,8.21,11.51,446.8,170.7
2018-08-26 22:00,16.6,8.22,11.42,448.3,67.8
2018-08-26 23:00,16.9,8.22,11.23,448.2,116.5
2018-08-27 00:00,17.4,8.18,10.38,448.1,73.0
2018-08-27 01:00,16.8,8.22,11.12,447.0,109.7
2018-08-27 02:00,17.0,8.22,10.84,446.4,73.5
2018-08-27 03:00,17.1,8.22,10.71,446.7,87.7
2018-08-27 04:00,16.9,8.22,11.11,446.4,87.6
2018-08-27 05:00,17.0,8.22,11.05,446.5,106.1
2018-08-27 06:00,18.8,8.30,9.68,0.4,0.9
2018-08-27 07:00,16.9,8.21,10.92,448.3,85.2
2018-08-27 08:00,16.9,8.21,11.14,448.6,173.4
2018-08-27 09:00,17.1,8.21,10.97,447.8,128.1
2018-08-27 10:00,17.2,8.21,10.71,447.7,156.2
2018-08-27 11:00,17.2,8.21,10.92,0.6,1.7
2018-08-27 12:00,16.7,8.21,11.16,448.0,158.4
2018-08-27 13:00,16.7,8.22,11.42,447.6,116.8
2018-08-27 14:00,20.9,8.36,8.91,0.2,0.9
2018-08-27 15:00,16.6,8.24,11.39,449.0,301.1
2018-08-27 16:00,17.0,8.25,11.22,447.9,77.1
2018-08-27 17:00,17.0,8.25,11.22,447.9,77.1
2018-08-27 18:00,18.3,8.25,10.72,447.3,56.8
2018-08-27 19:00,18.8,8.24,10.55,447.9,41.7
2018-08-27 20:00,19.4,8.22,10.34,447.8,32.3
2018-08-27 21:00,19.8,8.20,10.29,447.9,28.8
2018-08-27 22:00,20.2,8.20,10.14,448.0,27.0
2018-08-27 23:00,20.6,8.20,10.16,448.1,25.5
2018-08-28 00:00,21.0,8.20,9.99,448.4,23.5
2018-08-28 01:00,21.2,8.20,9.89,448.5,22.3
2018-08-28 02:00,21.5,8.19,9.80,448.7,20.9
2018-08-28 03:00,21.8,8.19,9.70,449.0,19.4
2018-08-28 04:00,22.0,8.18,9.62,449.3,17.9
2018-08-28 05:00,22.2,8.17,9.55,449.6,17.1
2018-08-28 06:00,22.3,8.16,9.59,449.6,16.1
2018-08-28 07:00,22.4,8.15,9.52,449.7,15.6
2018-08-28 08:00,22.6,8.14,9.46,450.0,15.1
2018-08-28 09:00,22.7,8.13,9.39,450.0,14.4
2018-08-28 10:00,22.8,8.13,9.35,450.6,13.7
2018-08-28 11:00,16.7,8.25,10.78,447.3,49.6
2018-08-28 12:00,17.6,8.24,10.54,446.7,55.8
2018-08-28 13:00,17.8,8.26,10.38,446.3,50.4
2018-08-28 14:00,18.3,8.25,10.34,446.1,55.8
2018-08-28 15:00,18.8,8.20,10.23,446.2,48.9
2018-08-28 16:00,23.5,8.49,8.37,0.3,0.7
2018-08-28 17:00,26.2,7.05,6.81,0.2,384.0
2018-08-28 18:00,17.2,8.23,8.12,445.2,0
2018-08-28 19:00,17.5,8.23,6.86,445.5,0
2018-08-28 20:00,18.4,8.22,9.55,444.4,0
2018-08-28 21:00,19.1,8.21,9.38,444.9,0
2018-08-28 22:00,19.6,8.20,9.24,445.1,0
2018-08-28 23:00,20.1,8.20,9.11,445.6,0
2018-08-29 08:00,22.9,8.18,8.31,446.4,0
2018-08-29 16:00,23.9,8.07,8.02,447.8,28.9
2018-08-29 17:00,24.0,8.07,7.98,447.8,28.3
2018-08-29 18:00,24.2,8.04,7.91,447.9,24.9
2018-08-29 19:00,24.4,8.01,8.07,0.2,2.4
2018-08-29 20:00,19.9,8.22,7.74,0.1,1.7
2018-08-29 21:00,17.3,8.24,9.23,447.0,69.0
2018-08-29 22:00,17.3,8.25,9.36,445.5,68.7
2018-08-29 23:00,17.2,8.26,9.38,445.9,68.2
2018-08-30 00:00,17.5,8.26,9.37,445.3,85.5
2018-08-30 01:00,17.2,8.26,9.38,446.1,68.3
2018-08-30 02:00,17.1,8.26,9.42,445.5,70.9
2018-08-30 03:00,17.1,8.26,9.44,444.6,64.2
2018-08-30 04:00,17.0,8.26,9.45,444.9,63.7
2018-08-30 05:00,17.0,8.25,9.45,445.7,75.0
2018-08-30 06:00,16.9,8.25,9.49,445.2,65.2
2018-08-30 07:00,16.9,8.25,9.49,445.4,59.4
2018-08-30 08:00,16.8,8.25,9.50,444.4,60.1
2018-08-30 09:00,16.9,8.25,9.48,444.3,59.8
2018-08-30 10:00,16.9,8.24,9.48,443.8,88.2
2018-08-30 11:00,17.0,8.24,9.55,443.7,60.4
2018-08-30 12:00,17.0,8.24,9.50,444.0,57.9
2018-08-30 13:00,17.0,8.24,9.51,444.1,56.9
2018-08-30 14:00,16.9,8.23,9.53,444.6,66.2
2018-08-30 15:00,16.9,8.24,9.53,444.7,59.5
2018-08-30 16:00,16.8,8.23,9.51,443.4,56.2
2018-08-30 17:00,16.9,8.24,9.51,443.7,59.8
2018-08-30 18:00,16.8,8.24,9.59,443.7,58.3
2018-08-30 19:00,16.8,8.24,9.55,443.6,60.8
2018-08-30 20:00,16.8,8.24,9.55,443.2,66.3
2018-08-30 21:00,16.8,8.24,9.55,443.6,60.1
2018-08-30 22:00,16.8,8.23,9.58,443.8,66.1
2018-08-30 23:00,16.8,8.24,9.70,444.5,58.6
2018-08-31 00:00,16.7,8.23,9.71,443.9,65.3
2018-08-31 01:00,16.7,8.23,9.69,444.7,86.4
2018-08-31 02:00,16.7,8.24,9.68,444.6,1141.2
2018-08-31 03:00,16.7,8.24,9.67,445.9,84.9
2018-08-31 04:00,16.7,8.22,9.50,447.5,1140.9
2018-08-31 05:00,16.7,8.21,9.21,448.2,75.3
2018-08-31 06:00,16.6,8.20,9.15,449.0,1140.7
2018-08-31 07:00,16.6,8.20,9.13,449.8,1140.7
2018-08-31 08:00,16.6,8.21,9.15,449.4,1140.7
2018-08-31 09:00,16.6,8.21,9.16,449.2,1140.7
2018-08-31 10:00,16.6,8.20,9.16,448.0,51.3
2018-08-31 11:00,16.7,8.21,9.22,449.3,1141.1
2018-08-31 12:00,16.6,8.20,9.10,451.2,51.4
2018-08-31 13:00,16.7,8.20,8.99,453.5,83.9
2018-08-31 14:00,16.8,8.22,9.34,451.1,1141.7
2018-08-31 15:00,17.1,8.24,9.34,446.8,81.6
2018-08-31 16:00,17.4,8.25,9.34,442.0,139.6
2018-08-31 17:00,17.2,8.24,9.39,443.2,128.1
2018-08-31 18:00,17.0,8.23,9.42,444.5,107.4
2018-08-31 19:00,16.9,8.24,9.41,445.5,99.1
2018-08-31 20:00,16.9,8.23,9.36,444.5,109.8
2018-08-31 21:00,17.0,8.24,9.39,443.6,1142.8
2018-08-31 22:00,17.0,8.24,9.43,442.9,161.3
2018-08-31 23:00,17.0,8.25,9.40,443.0,98.2
2018-09-01 00:00,16.9,8.24,9.44,442.8,166.0
2018-09-01 01:00,16.8,8.25,9.43,442.5,1142.1
2018-09-01 02:00,16.8,8.25,9.43,442.4,1142.1
2018-09-01 03:00,16.8,8.25,9.41,442.3,1141.6
2018-09-01 04:00,16.7,8.23,9.44,442.1,1141.2
2018-09-01 05:00,16.6,8.23,9.44,442.6,1140.8
2018-09-01 06:00,16.6,8.23,9.47,441.9,78.5
2018-09-01 07:00,16.6,8.22,9.47,442.2,79.3
2018-09-01 08:00,16.5,8.22,9.49,443.0,1140.1
2018-09-01 09:00,16.5,8.21,9.49,443.5,1139.9
2018-09-01 10:00,16.5,8.21,9.51,443.1,1139.8
2018-09-01 11:00,16.5,8.21,9.50,443.2,1139.8
2018-09-01 12:00,16.5,8.20,9.51,447.9,202.8
2018-09-01 13:00,16.6,8.19,9.35,481.3,1139.9
2018-09-01 14:00,16.7,8.18,9.36,473.5,1141.0
2018-09-01 15:00,16.8,8.16,9.39,501.3,1141.4
2018-09-01 16:00,16.9,8.11,9.49,548.8,1142.0
2018-09-01 17:00,16.9,8.10,9.53,578.3,1142.0
2018-09-01 18:00,16.8,8.10,9.63,538.9,1141.2
2018-09-01 19:00,16.6,8.11,9.69,514.2,1140.4
2018-09-01 20:00,16.6,8.12,9.75,498.8,1140.0
2018-09-01 21:00,16.5,8.13,9.62,486.2,1139.3
2018-09-01 22:00,16.6,8.12,9.54,477.4,1140.0
2018-09-01 23:00,16.6,8.11,9.43,471.4,1140.2
2018-09-02 00:00,16.5,8.10,9.72,466.5,1139.3
2018-09-02 01:00,16.3,8.10,10.09,462.1,1138.2
2018-09-02 02:00,16.2,8.12,9.86,461.5,1103.1
2018-09-02 03:00,16.1,8.13,9.72,460.0,1062.9
2018-09-02 04:00,16.0,8.12,9.43,455.6,840.1
2018-09-02 05:00,16.0,8.14,9.41,452.8,692.8
2018-09-02 06:00,16.0,8.14,9.37,449.6,659.0
2018-09-02 07:00,16.0,8.14,9.37,448.3,589.2
2018-09-02 08:00,16.2,8.14,9.41,445.8,629.1
2018-09-02 09:00,16.4,8.14,9.28,442.6,556.7
2018-09-02 10:00,16.6,8.15,9.32,441.7,622.5
2018-09-02 11:00,16.7,8.15,9.36,443.6,634.3
2018-09-02 12:00,16.7,8.14,9.32,445.0,615.1
2018-09-02 13:00,16.7,8.14,9.11,446.5,1141.0
2018-09-02 14:00,16.7,8.14,9.14,447.6,544.7
2018-09-02 15:00,16.8,8.14,9.15,448.6,510.7
2018-09-02 16:00,16.8,8.13,9.23,448.7,590.3
2018-09-02 17:00,16.8,8.10,9.13,447.2,844.8
2018-09-02 18:00,16.8,8.09,9.44,445.3,1111.8
2018-09-02 19:00,16.6,8.07,9.49,444.8,1101.2
2018-09-02 20:00,16.5,8.06,9.36,443.9,1064.4
2018-09-02 21:00,16.4,8.06,9.46,442.8,961.0
2018-09-02 22:00,18.1,8.06,9.46,458.5,581.2
2018-09-02 23:00,16.4,8.07,9.50,440.4,816.9
2018-09-03 00:00,16.4,8.07,9.33,439.5,1138.7
2018-09-03 01:00,16.4,8.07,9.16,438.6,667.3
2018-09-03 02:00,16.4,8.08,9.30,438.8,568.8
2018-09-03 03:00,16.3,8.09,9.32,437.7,588.4
2018-09-03 04:00,16.2,8.10,9.28,437.9,1137.9
2018-09-03 05:00,16.2,8.10,9.31,438.1,482.4
2018-09-03 06:00,16.1,8.10,9.36,439.1,430.1
2018-09-03 07:00,16.1,8.10,9.34,440.1,406.6
2018-09-03 08:00,16.1,8.10,9.38,440.7,1137.1
2018-09-03 09:00,16.1,8.10,9.30,441.0,348.1
2018-09-03 10:00,18.2,8.09,8.40,448.7,233.6
2018-09-03 11:00,16.3,8.10,9.31,441.8,319.0
2018-09-03 12:00,16.3,8.11,9.39,442.3,290.6
2018-09-03 13:00,16.4,8.12,9.36,442.4,298.3
2018-09-03 14:00,16.5,8.14,9.40,442.4,1139.8
2018-09-03 15:00,16.6,8.15,9.33,442.4,267.8
2018-09-03 16:00,16.7,8.15,9.36,442.7,252.0
2018-09-03 17:00,16.8,8.16,9.28,442.6,228.9
2018-09-03 18:00,20.0,8.12,8.34,447.5,221.3
2018-09-03 19:00,16.8,8.13,9.14,443.3,199.6
2018-09-03 20:00,16.7,8.14,9.19,443.4,184.9
2018-09-03 21:00,16.8,8.14,9.12,442.5,181.8
2018-09-03 22:00,17.2,8.14,8.99,443.2,160.3
2018-09-03 23:00,16.7,8.15,9.16,441.3,162.5
2018-09-04 00:00,16.8,8.16,9.46,440.4,151.9
2018-09-04 01:00,16.6,8.16,9.56,440.2,141.2
2018-09-04 02:00,17.1,8.15,9.22,440.9,125.1
2018-09-04 03:00,16.6,8.16,9.41,438.2,137.4
2018-09-04 04:00,16.5,8.16,9.55,438.6,105.8
2018-09-04 05:00,16.5,8.16,9.36,438.9,125.9
2018-09-04 06:00,17.0,8.15,9.15,440.7,107.4
2018-09-04 07:00,17.7,8.15,8.88,439.6,85.2
2018-09-04 08:00,18.4,8.14,8.74,439.8,73.5
2018-09-04 09:00,16.3,8.12,9.32,441.1,97.9
2018-09-04 10:00,16.3,8.12,9.60,441.7,89.5
2018-09-04 11:00,16.3,8.12,9.50,441.5,91.7
2018-09-04 12:00,16.3,8.13,9.38,442.0,67.2
2018-09-04 13:00,16.3,8.13,9.33,442.1,82.2
2018-09-04 14:00,18.2,8.12,9.44,444.6,62.3
2018-09-04 15:00,16.3,8.13,9.51,440.7,92.6
2018-09-04 16:00,16.3,8.13,9.69,440.3,85.2
2018-09-04 17:00,16.3,8.13,9.59,440.0,92.5
2018-09-04 18:00,17.8,8.13,9.35,442.7,56.8
2018-09-04 19:00,16.3,8.12,9.78,440.2,91.5
2018-09-04 20:00,16.3,8.13,9.94,440.2,75.3
2018-09-04 21:00,16.3,8.13,10.04,440.5,93.3
2018-09-04 22:00,17.8,8.13,9.76,443.3,64.7
2018-09-04 23:00,16.2,8.13,10.21,442.6,87.9
2018-09-05 00:00,16.2,8.12,9.69,443.3,77.3
2018-09-05 01:00,16.2,8.12,9.77,443.2,89.5
2018-09-05 12:00,20.5,8.10,9.40 ,447.2,43.2
2018-09-05 13:00,20.9,8.08,9.30 ,447.3,40.8
2018-09-05 14:00,21.2,8.06,9.46,447.3,38.2
2018-09-05 15:00,21.5,8.05,9.53,447.2,33.6
2018-09-05 16:00,21.7,8.03,9.70 ,447.0,31.7
2018-09-05 17:00,21.9,8.04,9.58,447.1,28.5
2018-09-05 18:00,22.1,8.03,9.33,446.9,26.3
2018-09-05 19:00,22.3,8.02,9.82,446.8,25.3
2018-09-05 20:00,22.5,8.00,9.96,446.8,21.1
2018-09-05 21:00,22.7,7.98,9.98,446.8,22.0
2018-09-05 22:00,22.8,7.94,9.67,446.9,17.9
2018-09-05 23:00,23.0,7.93,10.16,446.9,17.2
2018-09-06 00:00,23.1,7.90,9.66,446.6,15.6
2018-09-06 01:00,23.2,7.88,9.72,446.8,15.5
2018-09-06 02:00,23.4,7.88,9.24,446.8,14.4
2018-09-06 03:00,23.5,7.88,9.45,446.7,13.5
2018-09-06 04:00,23.6,7.88,9.32,446.6,12.0
2018-09-06 05:00,23.7,7.88,9.15,446.8,12.2
2018-09-06 06:00,23.7,7.87,8.87,446.8,11.1
2018-09-06 07:00,23.8,7.88,8.73,447.0,11.8
2018-09-06 08:00,23.9,7.87,9.38,447.1,10.0
2018-09-06 09:00,24.0,7.88,9.67,447.1,11.1
2018-09-06 10:00,24.0,7.88,9.56,447.0,9.8
2018-09-06 11:00,24.1,7.89,9.38,447.2,10.3
2018-09-06 12:00,24.1,7.90,9.33,447.2,8.9
2018-09-06 13:00,24.2,7.90,9.43,447.2,9.6
2018-09-06 14:00,24.3,7.91,9.52,447.1,7.8
2018-09-07 16:00,24.3,7.92,7.48,446.2,4.0
2018-09-07 17:00,24.3,7.92,7.20,445.5,4.1
2018-09-07 18:00,24.3,7.92,7.18,445.5,4.0
2018-09-07 19:00,24.3,7.92,7.16,445.1,3.9
2018-09-09 12:00,22.3,8.10,5.13,446.8,24.5
2018-09-09 13:00,15.5,8.20,9.83,475.8,47.8
2018-09-09 14:00,15.6,8.21,9.84,476.3,64.6
2018-09-09 15:00,15.6,8.21,9.80,476.1,1134.3
2018-09-09 16:00,15.7,8.21,9.87,476.6,63.5
2018-09-09 17:00,15.8,8.21,9.85,478.5,1135.1
2018-09-09 18:00,17.7,8.19,9.08,475.9,53.5
2018-09-09 19:00,18.0,8.10,8.85,475.3,45.6
2018-09-09 20:00,18.4,8.05,8.76,475.2,42.8
2018-09-09 21:00,18.7,8.04,8.70,475.1,42.0
2018-09-09 22:00,19.0,8.02,8.65,475.1,38.5
2018-09-09 23:00,19.4,8.02,8.60,475.0,37.7
2018-09-10 00:00,19.6,8.01,8.58,474.9,35.4
2018-09-10 01:00,19.9,8.01,8.53,474.9,34.1
2018-09-10 02:00,20.1,8.00,8.51,475.1,29.0
2018-09-10 03:00,20.3,8.00,8.48,474.9,27.4
2018-09-10 04:00,20.5,7.96,8.43,474.9,23.5
2018-09-10 05:00,20.6,7.96,8.42,475.0,22.7
2018-09-10 06:00,20.8,7.94,8.42,475.0,18.2
2018-09-10 07:00,20.9,7.93,8.48,475.4,18.6
2018-09-10 08:00,21.0,7.93,8.55,475.4,17.0
2018-09-10 09:00,21.2,7.93,8.48,475.5,15.9
2018-09-10 10:00,21.3,7.92,8.40,475.8,14.8
2018-09-10 11:00,21.4,7.92,8.33,475.7,14.3
2018-09-10 12:00,21.6,7.93,8.27,476.0,12.7
2018-09-10 13:00,21.7,7.94,8.22,476.2,13.0
2018-09-10 14:00,21.8,7.94,8.18,476.6,10.9
2018-09-10 15:00,22.0,7.94,8.14,476.6,11.7
2018-09-10 16:00,22.1,7.95,8.13,476.8,10.1
2018-09-10 17:00,22.2,7.95,8.10,477.1,10.3
2018-09-10 18:00,22.4,7.95,8.06,477.1,8.9
2018-09-10 19:00,22.5,7.95,8.04,477.4,8.2
2018-09-10 20:00,22.6,7.94,8.01,477.7,7.8
2018-09-10 21:00,22.7,7.92,8.00,477.9,7.5
2018-09-10 22:00,22.8,7.91,7.98,478.2,7.3
2018-09-10 23:00,22.9,7.91,7.96,478.3,6.8
2018-09-11 00:00,22.9,7.91,7.95,478.5,6.9
2018-09-11 01:00,23.0,7.92,7.93,478.5,6.3
2018-09-11 02:00,23.0,7.91,7.92,478.4,6.6
2018-09-11 03:00,23.0,7.90,7.90,478.6,6.1
2018-09-11 04:00,23.0,7.89,7.90,478.6,6.5
2018-09-11 05:00,23.0,7.89,7.89,478.7,5.8
2018-09-11 06:00,23.0,7.89,7.89,478.6,5.7
2018-09-11 07:00,23.0,7.89,7.90,478.7,5.5
2018-09-11 08:00,23.0,7.90,7.90,478.9,5.5
2018-09-11 09:00,15.3,8.21,9.87,478.7,43.8
2018-09-11 10:00,15.4,8.22,9.91,478.8,1132.3
2018-09-11 11:00,15.5,8.22,9.88,478.5,41.7
2018-09-11 12:00,15.6,8.23,9.98,478.2,1134.2
2018-09-11 13:00,15.8,8.22,9.86,478.9,1135.1
2018-09-11 14:00,15.9,8.22,10.06,477.9,1137.7
2018-09-11 15:00,15.9,8.21,9.82,478.1,1135.9
2018-09-11 16:00,21.4,8.23,8.51,0.3,0.05
2018-09-11 17:00,15.9,8.20,9.87,477.8,46.2
2018-09-11 18:00,15.8,8.21,9.91,477.5,44.6
2018-09-11 19:00,16.2,8.11,9.77,477.1,48.4
2018-09-11 20:00,16.6,8.08,9.66,477.1,44.9
2018-09-11 21:00,17.1,8.06,9.60,477.5,44.2
2018-09-11 22:00,17.4,8.05,9.54,477.2,42.7
2018-09-11 23:00,19.8,8.06,8.39,484.3,9.8
2018-09-12 00:00,15.6,8.19,10.55,479.6,1134.2
2018-09-12 01:00,15.8,8.20,10.72,478.7,1135.1
2018-09-12 02:00,16.8,8.09,10.14,478.9,1141.2
2018-09-12 03:00,17.6,8.07,9.90,478.9,39.6
2018-09-12 04:00,18.1,8.06,9.77,479.4,41.6
2018-09-12 05:00,18.4,8.05,9.74,479.4,42.6
2018-09-12 06:00,18.6,8.06,9.59,479.4,41.1
2018-09-12 07:00,18.8,8.06,9.57,479.5,39.1
2018-09-12 08:00,18.9,8.04,9.54,479.0,35.6
2018-09-12 09:00,19.0,8.03,9.49,478.9,30.9
2018-09-12 10:00,19.2,8.02,9.49,479.0,27.0
2018-09-12 11:00,19.4,8.02,9.38,478.9,22.9
2018-09-12 12:00,19.4,8.01,9.41,479.2,21.1
2018-09-12 13:00,19.4,8.00,9.36,479.1,20.9
2018-09-12 14:00,19.6,8.00,9.33,479.2,18.1
2018-09-12 15:00,19.6,8.00,9.27,479.2,18.5
2018-09-12 16:00,16.2,8.16,10.28,476.3,86.4
2018-09-12 17:00,16.2,8.16,9.86,475.4,1137.7
2018-09-12 18:00,16.1,8.17,9.80,475.3,68.0
2018-09-12 19:00,16.0,8.18,10.03,475.2,61.6
2018-09-12 20:00,15.9,8.19,9.88,474.9,1135.9
2018-09-12 21:00,15.8,8.18,9.99,474.4,1135.6
2018-09-12 22:00,15.8,8.18,9.87,473.8,57.3
